0.0349343,1.32402,1.00643,0.512162,0.688127,1.57953,102000 
0.0295898,1.28991,0.993301,0.489594,0.711945,1.62255,69000 
0.0345156,1.32048,1.0174,0.515003,0.680782,1.55327,102000 
0.0345518,1.32477,1.02297,0.520489,0.674397,1.5343,105000 
0.0346791,1.31744,1.0179,0.51463,0.680386,1.55048,90000 
0.0345237,1.26438,0.969368,0.468791,0.737868,1.68526,69000 
0.0348193,1.31301,1.00842,0.504904,0.694154,1.58594,93000 
0.0342689,1.32436,1.01665,0.517827,0.678647,1.54931,129000 
0.0327655,1.28932,0.991732,0.490487,0.713762,1.62484,123000 
0.0349651,1.32816,1.0262,0.523855,0.670641,1.52547,276000 
0.0328066,1.30731,0.999472,0.500733,0.698671,1.60112,129000 
0.0348791,1.32767,1.01203,0.516674,0.680754,1.56322,72000 
0.0323239,1.28485,0.993843,0.48728,0.712426,1.62361,78000 
0.0341774,1.30784,1.01042,0.506122,0.693417,1.57355,63000 
0.0307188,1.28507,0.989334,0.484708,0.716486,1.63358,66000 
0.034902,1.32755,1.02558,0.523245,0.671411,1.52717,393000 
0.0342274,1.28955,0.999194,0.491894,0.708463,1.60955,60000 
0.0348999,1.3284,1.022,0.522327,0.672764,1.53483,285000 
0.034827,1.3276,1.02346,0.52244,0.672446,1.53168,291000 
0.034971,1.32824,1.0239,0.522723,0.672381,1.53126,534000 
0.0334991,1.25736,0.970229,0.467986,0.745189,1.69655,66000 
0.0349152,1.3264,1.02157,0.520756,0.674923,1.53772,153000 
0.0337392,1.31804,1.01229,0.513007,0.683832,1.56117,309000 
0.0348873,1.32763,1.02459,0.52298,0.671775,1.52918,234000 
0.0358408,1.33261,1.02865,0.527499,0.66666,1.51808,1002000 
0.0347131,1.28532,0.983049,0.486458,0.719465,1.64926,42000 
0.0323539,1.27393,0.986537,0.480646,0.725039,1.6455,84000 
0.0347694,1.30667,1.00195,0.503109,0.69606,1.59503,51000 
0.0349822,1.32822,1.026,0.523803,0.6708,1.52586,237000 
0.0336498,1.3105,1.00835,0.506749,0.690093,1.5714,81000 
